id,especialidade,especialidade_num_edital,estado,estado_nome,entidade,cidade,instituicao,numero_total_vagas,numero_vagas_militares,numero_vagas_livres,valor_instituicao,valor_instituicao_display,nota_minima,nota_minima_display,pesos_notas_finais,programa_governo,pagina_origem_pdf
214,Infectologia,16,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital São Lucas da PUCRS,2,0,2,500.0,"500,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,25
215,Infectologia,16,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,PUCRS - Cursos de Especialização e Fellow,2,0,2,300.0,"300,00",50.0,50.00,Primeira Etapa 60% (TO) Segunda Etapa 40% (Currículo 50% e Arguição 50%),Não informado,25
216,Infectologia,16,RS,Rio Grande do Sul,AMRIGS,Santa Maria,Universidade Federal de Santa Maria,3,0,3,150.0,"150,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,25
217,Medicina Esportiva,17,RS,Rio Grande do Sul,AMRIGS,Caxias do Sul,Hospital Geral de Caxias do Sul,2,0,2,400.0,"400,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,25
218,Neurologia,18,RS,Rio Grande do Sul,AMRIGS,Passo Fundo,Hospital de Clínicas de Passo Fundo (UFFS),2,0,2,410.0,"410,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,26
219,Neurologia,18,RS,Rio Grande do Sul,AMRIGS,Passo Fundo,Hospital São Vicente de Paulo (UFFS),3,0,3,410.0,"410,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,26
220,Neurologia,18,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital Mãe de Deus,2,0,2,750.0,"750,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,26
221,Neurologia,18,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital Nossa Senhora da Conceição,3,0,3,300.0,"300,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,26
222,Neurologia,18,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital São Lucas da PUCRS,5,1,4,500.0,"500,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,26
223,Patologia,19,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital Nossa Senhora da Conceição,3,0,3,300.0,"300,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,26
224,Oftalmologia,20,RS,Rio Grande do Sul,AMRIGS,Passo Fundo,Pinto (UFFS),3,0,3,410.0,"410,00",50.0,50.00,Primeira Etapa,PRMGFC,26
225,Oftalmologia,20,RS,Rio Grande do Sul,AMRIGS,Passo Fundo,Hospital São Vicente de Paulo (UFFS) Hospital Banco de Olhos (Vagas de,2,0,2,410.0,"410,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,27
226,Oftalmologia,20,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Residência),4,0,4,550.0,"550,00",70.0,70.00,-,Não informado,27
227,Oftalmologia,20,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital Nossa Senhora da Conceição,4,0,4,300.0,"300,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,27
228,Medicina Física e Reabilitação,21,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital Cristo Redentor,1,0,1,300.0,"300,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,27
229,Medicina Física e Reabilitação,21,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital São Lucas da PUCRS,1,0,1,500.0,"500,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,27
230,Medicina Física e Reabilitação,21,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,PUCRS - Cursos de Especialização e Fellow,1,0,1,300.0,"300,00",50.0,50.00,Primeira Etapa 60% (TO) Segunda Etapa 40% (Currículo 50% e Arguição 50%),Não informado,27
231,Medicina Legal e Perícias Médicas,22,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Psiquiátrico São Pedro,3,0,3,250.0,"250,00",60.0,60.00,Primeira Etapa,PRMGFC,27
232,Medicina do Trabalho,23,RS,Rio Grande do Sul,AMRIGS,Erechim,Hospital UNIMED Erechim,1,0,1,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,28
233,Medicina do Trabalho,23,RS,Rio Grande do Sul,AMRIGS,Santa Maria,Universidade Franciscana,2,0,2,250.0,"250,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,28
234,Curso de Especialização de Oftalmologia,24,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Instituto Ivo Corrêa Meyer,2,0,2,300.0,"300,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 90% e Arguição 10%),Não informado,28
235,Radioterapia (4 anos),25,RS,Rio Grande do Sul,AMRIGS,Ijuí,Associação Hospital de Caridade de Ijuí,1,0,1,250.0,"250,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,28
236,Neurologia Clínica,26,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,PUCRS - Cursos de Especialização e Fellow,1,0,1,300.0,"300,00",50.0,50.00,Primeira Etapa 60% (TO) Segunda Etapa 40% (Currículo 50% e Arguição 50%),Não informado,29
237,Pediatria,27,SC,Santa Catarina,ACM,Blumenau,Hospital Santo Antônio Blumenau,6,0,6,450.0,"450,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,29
238,Pediatria,27,SC,Santa Catarina,ACM,Chapecó,Hospital Unimed,1,0,1,250.0,"250,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,29
239,Pediatria,27,SC,Santa Catarina,ACM,Chapecó,Universidade Federal da Fronteira Sul,3,0,3,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,29
240,Pediatria,27,SC,Santa Catarina,ACM,Criciúma,Universidade do Extremo Sul Catarinense (UNESC),2,0,2,250.0,"250,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,29
241,Pediatria,27,SC,Santa Catarina,ACM,Florianópolis,Hospital Infantil Joana de Gusmão - HIJG - SES/SC (Florianópolis),12,0,12,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,29
242,Pediatria,27,SC,Santa Catarina,ACM,Florianópolis,Universidade Federal de Santa Catarina - UFSC,4,0,4,700.0,"700,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,29
243,Pediatria,27,SC,Santa Catarina,ACM,Itajaí,Hospital Santa Clara - Pequeno Anjo,4,0,4,250.0,"250,00",60.0,60.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,29
244,Pediatria,27,SC,Santa Catarina,ACM,Jaraguá do Sul,(Comunidade Evangélica de Saúde),3,0,3,500.0,"500,00",50.0,50.00,Primeira Etapa,Não informado,30
245,Pediatria,27,SC,Santa Catarina,ACM,Joinville,Hospital Infantil Dr. Jeser Amarante Faria - HJAF - SES/SC (Joinville),14,0,14,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,30
246,Pediatria,27,SC,Santa Catarina,ACM,Lages,Hospital Infantil Seara do Bem,3,0,3,400.0,"400,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,30
247,Pediatria,27,SC,Santa Catarina,ACM,Rio do Sul,Hospital Regional Alto Vale,3,0,3,300.0,"300,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,30
248,Clínica Médica,28,SC,Santa Catarina,ACM,Blumenau,Hospital Santa Catarina de Blumenau,4,0,4,400.0,"400,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,30
249,Clínica Médica,28,SC,Santa Catarina,ACM,Blumenau,Hospital Santa Isabel Blumenau,10,0,10,650.0,"650,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,30
250,Clínica Médica,28,SC,Santa Catarina,ACM,Blumenau,Hospital Santo Antônio Blumenau,7,0,7,450.0,"450,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,30
251,Clínica Médica,28,SC,Santa Catarina,ACM,Caçador,Hospital Maicé,2,0,2,250.0,"250,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,30
252,Clínica Médica,28,SC,Santa Catarina,ACM,Chapecó,Associação Hospitalar Lenoir Vargas Ferreira - Hospital Regional do Oeste,2,0,2,300.0,"300,00",50.0,50.00,Primeira Etapa 10% (Currículo),Não informado,30
253,Clínica Médica,28,SC,Santa Catarina,ACM,Chapecó,Universidade Federal da Fronteira Sul,4,0,4,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,31
254,Clínica Médica,28,SC,Santa Catarina,ACM,Concórdia,Hospital São Francisco,2,1,1,200.0,"200,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,31
255,Clínica Médica,28,SC,Santa Catarina,ACM,Florianópolis,Hospital Governador Celso Ramos - HGCR - SES/SC (Florianópolis),10,0,10,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,31
256,Clínica Médica,28,SC,Santa Catarina,ACM,Florianópolis,Universidade Federal de Santa Catarina - UFSC,8,0,8,700.0,"700,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,31
257,Clínica Médica,28,SC,Santa Catarina,ACM,Itajaí,Hospital e Maternidade Marieta Konder Bornhausen - Itajaí,10,0,10,550.0,"550,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 10% e Arguição 90%),Não informado,31
258,Clínica Médica,28,SC,Santa Catarina,ACM,Jaraguá do Sul,Associação Hospitalar São José,6,0,6,450.0,"450,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,31
259,Clínica Médica,28,SC,Santa Catarina,ACM,Joaçaba,Catarina,4,0,4,350.0,"350,00",50.0,50.00,Primeira Etapa,Não informado,31
260,Clínica Médica,28,SC,Santa Catarina,ACM,Joinville,Hospital Municipal São José,14,0,14,250.0,"250,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,31
261,Clínica Médica,28,SC,Santa Catarina,ACM,Joinville,Hospital Regional Hans Dieter Schmidt - HRHDS - SES/SC (Joinville),16,1,15,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,31
262,Clínica Médica,28,SC,Santa Catarina,ACM,Lages,Hospital Tereza Ramos - HTR - SES/SC (Lages),6,0,6,418.0,"418,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,31
263,Clínica Médica,28,SC,Santa Catarina,ACM,São José,Hospital Regional Homero de Miranda Gomes - HRHMG - SES/SC (São José),16,1,15,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,31
264,Clínica Médica,28,SC,Santa Catarina,ACM,Tubarão,Tubarão/SC,10,0,10,380.0,"380,00",50.0,50.00,Primeira Etapa,PRMGFC,32
265,Cirurgia Cardiovascular,29,SC,Santa Catarina,ACM,Blumenau,Hospital Santa Isabel Blumenau,1,0,1,650.0,"650,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,33
266,Cirurgia Cardiovascular,29,SC,Santa Catarina,ACM,Itajaí,Hospital e Maternidade Marieta Konder Bornhausen - Itajaí,1,0,1,550.0,"550,00",50.0,50.00,Primeira Etapa 90% (TO) 10% e Arguição 90%),Não informado,33
267,Cirurgia Cardiovascular,29,SC,Santa Catarina,ACM,Joinville,Hospital Regional Hans Dieter Schmidt - HRHDS - SES/SC (Joinville),1,0,1,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,33
268,Cirurgia Cardiovascular,29,SC,Santa Catarina,ACM,São José,Instituto de Cardiologia (ICSC) (SES),1,0,1,418.0,"418,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,33
269,Cirurgia Geral,30,SC,Santa Catarina,ACM,Blumenau,Hospital Santa Catarina de Blumenau,2,0,2,400.0,"400,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,33
270,Cirurgia Geral,30,SC,Santa Catarina,ACM,Blumenau,Hospital Santa Isabel Blumenau,4,0,4,650.0,"650,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,33
271,Cirurgia Geral,30,SC,Santa Catarina,ACM,Blumenau,Hospital Santo Antônio Blumenau,4,0,4,450.0,"450,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,34
272,Cirurgia Geral,30,SC,Santa Catarina,ACM,Chapecó,Universidade Federal da Fronteira Sul,4,0,4,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,34
273,Cirurgia Geral,30,SC,Santa Catarina,ACM,Criciúma,Hospital São José Criciúma,3,0,3,450.0,"450,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,34
274,Cirurgia Geral,30,SC,Santa Catarina,ACM,Florianópolis,Hospital Governador Celso Ramos - HGCR - SES/SC (Florianópolis),5,0,5,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,34
275,Cirurgia Geral,30,SC,Santa Catarina,ACM,Florianópolis,Universidade Federal de Santa Catarina - UFSC,4,0,4,700.0,"700,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,34
276,Cirurgia Geral,30,SC,Santa Catarina,ACM,Itajaí,Hospital e Maternidade Marieta Konder Bornhausen - Itajaí,4,0,4,550.0,"550,00",50.0,50.00,Primeira Etapa 90% (TO) 10% e Arguição 90%),Não informado,34
277,Cirurgia Geral,30,SC,Santa Catarina,ACM,Jaraguá do Sul,Associação Hospitalar São José,3,0,3,450.0,"450,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,34
278,Cirurgia Geral,30,SC,Santa Catarina,ACM,Joaçaba,Catarina,2,0,2,350.0,"350,00",50.0,50.00,Primeira Etapa,Não informado,34
279,Cirurgia Geral,30,SC,Santa Catarina,ACM,Joinville,Hospital Municipal São José,10,0,10,250.0,"250,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,34
280,Cirurgia Geral,30,SC,Santa Catarina,ACM,Joinville,Hospital Regional Hans Dieter Schmidt - HRHDS - SES/SC (Joinville),6,0,6,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,35
281,Cirurgia Geral,30,SC,Santa Catarina,ACM,Lages,Hospital Tereza Ramos - HTR - SES/SC (Lages),4,0,4,418.0,"418,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,35
282,Cirurgia Geral,30,SC,Santa Catarina,ACM,Rio do Sul,Hospital Regional Alto Vale,3,0,3,300.0,"300,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,35
283,Cirurgia Geral,30,SC,Santa Catarina,ACM,São José,Hospital Regional Homero de Miranda Gomes - HRHMG - SES/SC (São José),7,0,7,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,35
284,Cirurgia Geral,30,SC,Santa Catarina,ACM,Tubarão,Tubarão/SC,3,0,3,380.0,"380,00",50.0,50.00,Primeira Etapa,PRMGFC,35
285,Dermatologia,31,SC,Santa Catarina,ACM,Florianópolis,Universidade Federal de Santa Catarina - UFSC,3,0,3,700.0,"700,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,35
286,Dermatologia,31,SC,Santa Catarina,ACM,Itajaí,UNIVALI - Universidade do Vale do Itajaí,3,0,3,750.0,"750,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,35
287,Dermatologia,31,SC,Santa Catarina,ACM,São Pedro de Alcântara,Hospital Santa Teresa - HST - SES/SC (São Pedro de Alcântara),3,0,3,418.0,"418,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,35
288,Medicina Intensiva,32,SC,Santa Catarina,ACM,Blumenau,Hospital Santa Isabel Blumenau,2,0,2,650.0,"650,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,36
289,Medicina Intensiva,32,SC,Santa Catarina,ACM,Blumenau,Hospital Santo Antônio Blumenau,1,0,1,450.0,"450,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,36
290,Medicina Intensiva,32,SC,Santa Catarina,ACM,Chapecó,Associação Hospitalar Lenoir Vargas Ferreira - Hospital Regional do Oeste,3,0,3,300.0,"300,00",50.0,50.00,Primeira Etapa 10% (Currículo),Não informado,36
291,Medicina Intensiva,32,SC,Santa Catarina,ACM,Florianópolis,Centro de Pesquisas Oncológica de Santa Catarina - CEPON - SES/SC (Florianópolis),2,0,2,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,36
292,Medicina Intensiva,32,SC,Santa Catarina,ACM,Florianópolis,Hospital Governador Celso Ramos - HGCR - SES/SC (Florianópolis),2,0,2,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,36
293,Medicina Intensiva,32,SC,Santa Catarina,ACM,Florianópolis,Universidade Federal de Santa Catarina - UFSC,4,0,4,700.0,"700,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,36
294,Medicina Intensiva,32,SC,Santa Catarina,ACM,Itajaí,Hospital e Maternidade Marieta Konder Bornhausen - Itajaí,2,0,2,550.0,"550,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 10% e Arguição 90%),Não informado,36
295,Medicina Intensiva,32,SC,Santa Catarina,ACM,Joinville,Hospital Municipal São José,3,0,3,250.0,"250,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,36
296,Medicina Intensiva,32,SC,Santa Catarina,ACM,Joinville,Hospital Regional Hans Dieter Schmidt - HRHDS - SES/SC (Joinville),4,0,4,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,37
297,Medicina Intensiva,32,SC,Santa Catarina,ACM,Joinville,UNIMED de Joinville - Centro Hospitalar Unimed,2,0,2,250.0,"250,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,37
298,Medicina Intensiva,32,SC,Santa Catarina,ACM,Lages,Nossa Senhora do Prazeres (Sociedade Mãe da Divina Providência),1,0,1,400.0,"400,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,37
299,Medicina Intensiva,32,SC,Santa Catarina,ACM,Tubarão,Tubarão/SC,2,0,2,380.0,"380,00",50.0,50.00,Primeira Etapa,PRMGFC,37
300,Radiologia e Diagnóstico por Imagem,33,SC,Santa Catarina,ACM,Blumenau,Hospital Santa Catarina de Blumenau,2,0,2,400.0,"400,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,37
301,Radiologia e Diagnóstico por Imagem,33,SC,Santa Catarina,ACM,Blumenau,Hospital Santa Isabel Blumenau,4,1,3,650.0,"650,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,37
302,Radiologia e Diagnóstico por Imagem,33,SC,Santa Catarina,ACM,Blumenau,Hospital Santo Antônio Blumenau,2,0,2,450.0,"450,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,37
303,Radiologia e Diagnóstico por Imagem,33,SC,Santa Catarina,ACM,Caçador,DIGIMAX - Hospital Universitário Santa Terezinha,5,0,5,380.0,"380,00",50.0,50.00,Primeira Etapa 10% (Currículo),Não informado,37
304,Radiologia e Diagnóstico por Imagem,33,SC,Santa Catarina,ACM,Florianópolis,Universidade Federal de Santa Catarina - UFSC,4,0,4,700.0,"700,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,38
305,Radiologia e Diagnóstico por Imagem,33,SC,Santa Catarina,ACM,Joaçaba,Catarina,2,0,2,350.0,"350,00",50.0,50.00,Primeira Etapa,Não informado,38
306,Radiologia e Diagnóstico por Imagem,33,SC,Santa Catarina,ACM,Joinville,CMDI - Centro Médico Diagnóstico por Imagem,2,0,2,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,38
307,Radiologia e Diagnóstico por Imagem,33,SC,Santa Catarina,ACM,Tubarão,Tubarão/SC,2,0,2,380.0,"380,00",50.0,50.00,Primeira Etapa,PRMGFC,38
308,Neurologia,34,SC,Santa Catarina,ACM,Blumenau,Hospital Santa Catarina de Blumenau,1,0,1,400.0,"400,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,38
309,Neurologia,34,SC,Santa Catarina,ACM,Blumenau,Hospital Santa Isabel Blumenau,3,0,3,650.0,"650,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,38
310,Neurologia,34,SC,Santa Catarina,ACM,Florianópolis,Hospital Governador Celso Ramos - HGCR - SES/SC (Florianópolis),3,0,3,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,38
311,Neurologia,34,SC,Santa Catarina,ACM,Florianópolis,Universidade Federal de Santa Catarina - UFSC,3,0,3,700.0,"700,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,38
312,Neurologia,34,SC,Santa Catarina,ACM,Joinville,Hospital Municipal São José,4,1,3,250.0,"250,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,38
313,Anestesiologia,35,SC,Santa Catarina,ACM,Chapecó,Universidade Federal da Fronteira Sul,3,1,2,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,39
314,Anestesiologia,35,SC,Santa Catarina,ACM,Criciúma,Hospital São José Criciúma,4,0,4,450.0,"450,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,39
315,Anestesiologia,35,SC,Santa Catarina,ACM,Florianópolis,Centro de Pesquisas Oncológica de Santa Catarina - CEPON - SES/SC (Florianópolis),6,0,6,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,39
316,Anestesiologia,35,SC,Santa Catarina,ACM,Florianópolis,Hospital Governador Celso Ramos - HGCR - SES/SC (Florianópolis),9,0,9,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,39
317,Anestesiologia,35,SC,Santa Catarina,ACM,Florianópolis,Universidade Federal de Santa Catarina - UFSC,3,0,3,700.0,"700,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,39
318,Anestesiologia,35,SC,Santa Catarina,ACM,Itajaí,Hospital e Maternidade Marieta Konder Bornhausen - Itajaí,7,0,7,550.0,"550,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 10% e Arguição 90%),Não informado,39
319,Anestesiologia,35,SC,Santa Catarina,ACM,Joaçaba,Catarina,2,0,2,350.0,"350,00",50.0,50.00,Primeira Etapa,Não informado,39
320,Anestesiologia,35,SC,Santa Catarina,ACM,Joinville,Hospital Municipal São José,12,0,12,250.0,"250,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,39
321,Anestesiologia,35,SC,Santa Catarina,ACM,Joinville,Hospital Regional Hans Dieter Schmidt - HRHDS - SES/SC (Joinville),6,0,6,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,39
322,Anestesiologia,35,SC,Santa Catarina,ACM,Lages,Nossa Senhora do Prazeres (Sociedade Mãe da Divina Providência),1,0,1,400.0,"400,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,40
323,Anestesiologia,35,SC,Santa Catarina,ACM,Rio do Sul,Hospital Regional Alto Vale,4,0,4,300.0,"300,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,40
324,Anestesiologia,35,SC,Santa Catarina,ACM,São José,Hospital Regional Homero de Miranda Gomes - HRHMG - SES/SC (São José),6,0,6,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,40
325,Anestesiologia,35,SC,Santa Catarina,ACM,Tubarão,Tubarão/SC,3,0,3,380.0,"380,00",50.0,50.00,Primeira Etapa,PRMGFC,40
326,Acupuntura,36,SC,Santa Catarina,ACM,Florianópolis,Universidade Federal de Santa Catarina - UFSC,2,0,2,700.0,"700,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,40
327,Patologia,37,SC,Santa Catarina,ACM,Florianópolis,Centro de Pesquisas Oncológica de Santa Catarina - CEPON - SES/SC (Florianópolis),1,0,1,418.0,"418,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,40
328,Patologia,37,SC,Santa Catarina,ACM,Florianópolis,Universidade Federal de Santa Catarina - UFSC,2,1,1,700.0,"700,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,40
329,Patologia,37,SC,Santa Catarina,ACM,Joinville,Hospital Municipal São José,2,0,2,250.0,"250,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,41
330,Ginecologia e Obstetrícia,38,SC,Santa Catarina,ACM,Blumenau,Hospital Santo Antônio Blumenau,6,0,6,450.0,"450,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,41
331,Ginecologia e Obstetrícia,38,SC,Santa Catarina,ACM,Chapecó,Associação Hospitalar Lenoir Vargas Ferreira - Hospital Regional do Oeste,1,0,1,300.0,"300,00",50.0,50.00,Primeira Etapa 10% (Currículo),Não informado,41
332,Ginecologia e Obstetrícia,38,SC,Santa Catarina,ACM,Chapecó,Universidade Federal da Fronteira Sul,2,0,2,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,41
333,Ginecologia e Obstetrícia,38,SC,Santa Catarina,ACM,Criciúma,Universidade do Extremo Sul Catarinense (UNESC),2,0,2,250.0,"250,00",50.0,50.00,Primeira Etapa 10% (Currículo),PRMGFC,41
