id,especialidade,especialidade_num_edital,estado,estado_nome,entidade,cidade,instituicao,numero_total_vagas,numero_vagas_militares,numero_vagas_livres,valor_instituicao,valor_instituicao_display,nota_minima,nota_minima_display,pesos_notas_finais,programa_governo,pagina_origem_pdf
1,Anestesiologia,1,RS,Rio Grande do Sul,AMRIGS,Caxias do Sul,Hospital Virvi Ramos,1,0,1,500.0,"500,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 60% e Arguição 40%),Não informado,1
2,Anestesiologia,1,RS,Rio Grande do Sul,AMRIGS,Cruz Alta,Hospital São Vicente de Paulo de Cruz Alta,2,0,2,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,1
3,Anestesiologia,1,RS,Rio Grande do Sul,AMRIGS,Erechim,Hospital Santa Terezinha de Erechim,3,0,3,300.0,"300,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,1
4,Anestesiologia,1,RS,Rio Grande do Sul,AMRIGS,Erechim,Hospital UNIMED Erechim,1,0,1,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,1
5,Anestesiologia,1,RS,Rio Grande do Sul,AMRIGS,Lajeado,Hospital Bruno Born,3,0,3,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 90% e Arguição 10%),PRMGFC,1
6,Anestesiologia,1,RS,Rio Grande do Sul,AMRIGS,Passo Fundo,Hospital de Clínicas de Passo Fundo (UFFS),1,0,1,410.0,"410,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,1
7,Anestesiologia,1,RS,Rio Grande do Sul,AMRIGS,Passo Fundo,Hospital São Vicente de Paulo (UFFS),1,0,1,410.0,"410,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,2
8,Anestesiologia,1,RS,Rio Grande do Sul,AMRIGS,Pelotas,Universidade Católica de Pelotas,2,0,2,280.0,"280,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,2
9,Anestesiologia,1,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital Ernesto Dornelles,4,0,4,500.0,"500,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Arguição),PRMGFC,2
10,Anestesiologia,1,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital Nossa Senhora da Conceição,4,0,4,300.0,"300,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,2
11,Anestesiologia,1,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital São Lucas da PUCRS,2,1,1,500.0,"500,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,2
12,Anestesiologia,1,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,IC/FUC - Instituto de Cardiologia do Rio Grande do Sul - Fundação Universitária de Cardiologia,3,0,3,700.0,"700,00",50.0,50.00,Primeira Etapa 90% (TO) 50% e Arguição 50%),PRMGFC,2
13,Anestesiologia,1,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,UNISINOS - Porto Alegre,2,0,2,350.0,"350,00",55.0,55.00,Primeira Etapa 100% (TO),Não informado,2
14,Anestesiologia,1,RS,Rio Grande do Sul,AMRIGS,Santa Maria,Universidade Federal de Santa Maria,6,1,5,150.0,"150,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,2
15,Anestesiologia,1,RS,Rio Grande do Sul,AMRIGS,Tramandaí,Hospital de Tramandaí,4,0,4,1800.0,"1800,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,2
16,Cirurgia Cardiovascular,2,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital Nossa Senhora da Conceição,1,0,1,300.0,"300,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,3
17,Cirurgia Cardiovascular,2,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital São Lucas da PUCRS,1,0,1,500.0,"500,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,3
18,Cirurgia Cardiovascular,2,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,IC/FUC - Instituto de Cardiologia do Rio Grande do Sul - Fundação Universitária de Cardiologia,3,0,3,700.0,"700,00",50.0,50.00,Primeira Etapa 90% (TO) 50% e Arguição 50%),PRMGFC,3
19,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Alegrete,Secretaria Municipal de Saúde de Alegrete,2,0,2,150.0,"150,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,3
20,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Bagé,Hospital Santa Casa de Caridade de Bagé,4,0,4,80.0,"80,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,3
21,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Bento Gonçalves,Associação Dr. Bartholomeu Tacchini - Hospital Tacchini,4,0,4,250.0,"250,00",50.0,50.00,Primeira Etapa 90% (TO) 50% e Arguição 50%),Não informado,3
22,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Cachoeira do Sul,Hospital de Caridade e Beneficência de Cachoeira do Sul,4,0,4,150.0,"150,00",50.0,50.00,Primeira Etapa 90% (TO) 50% e Arguição 50%),Não informado,4
23,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Canoas,Hospital Nossa Senhora das Graças,2,0,2,450.0,"450,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Arguição),Não informado,4
24,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Carazinho,Hospital de Clínicas de Carazinho (UFFS),4,0,4,410.0,"410,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,4
25,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Caxias do Sul,Hospital Geral de Caxias do Sul,9,0,9,400.0,"400,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,4
26,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Caxias do Sul,Hospital Pompéia,5,0,5,420.0,"420,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,4
27,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Caxias do Sul,Hospital Virvi Ramos,2,0,2,500.0,"500,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 60% e Arguição 40%),Não informado,4
28,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Cruz Alta,Hospital São Vicente de Paulo de Cruz Alta,5,0,5,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,4
29,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Erechim,Hospital Santa Terezinha de Erechim,4,1,3,300.0,"300,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,4
30,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Erechim,Hospital UNIMED Erechim,1,0,1,350.0,"350,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,4
31,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Estrela,Sociedade Sulina Divina Providência - Estrela,2,0,2,470.0,"470,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,4
32,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Ijuí,Associação Hospital de Caridade de Ijuí,8,0,8,250.0,"250,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,5
33,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Lajeado,Hospital Bruno Born,3,1,2,200.0,"200,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,5
34,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Lajeado,Universidade do Vale do Taquari - UNIVATES,4,0,4,200.0,"200,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,5
35,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Novo Hamburgo,FEEVALE - Associação Pró-Ensino Superior em Novo Hamburgo (ASPEUR) - Novo Hamburgo,2,0,2,275.0,"275,00",50.0,50.00,Primeira Etapa 90% (TO) 90% e Arguição 10%),Não informado,5
36,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Novo Hamburgo,Fundação de Saúde Pública de Novo Hamburgo - FSNH,2,0,2,275.0,"275,00",50.0,50.00,Primeira Etapa 90% (TO) 50% e Arguição 50%),Não informado,5
37,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Passo Fundo,Hospital de Clínicas de Passo Fundo (UFFS),14,0,14,410.0,"410,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,5
38,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Passo Fundo,Hospital São Vicente de Paulo (UFFS),10,0,10,410.0,"410,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,5
39,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Pelotas,Universidade Católica de Pelotas,14,0,14,280.0,"280,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,5
40,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Associação Hospitalar Vila Nova,4,0,4,350.0,"350,00",55.0,55.00,Primeira Etapa 100% (TO),Não informado,5
41,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital Ernesto Dornelles,15,0,15,500.0,"500,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,5
42,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital Mãe de Deus,4,0,4,750.0,"750,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,5
43,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital Nossa Senhora da Conceição,24,0,24,300.0,"300,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,6
44,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital São Lucas da PUCRS,12,1,11,500.0,"500,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,6
45,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Sociedade Sulina Divina Providência - Porto Alegre,3,0,3,470.0,"470,00",50.0,50.00,Primeira Etapa 90% (TO) 50% e Arguição 50%),PRMGFC,6
46,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Rio Grande,Santa Casa de Rio Grande,10,0,10,250.0,"250,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,6
47,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Santa Cruz do SulAssociação,Pró Ensino em Santa Cruz (APESC),8,0,8,374.0,"374,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,6
48,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Santa Maria,Universidade Federal de Santa Maria,20,2,18,150.0,"150,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,6
49,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Santa Maria,Universidade Franciscana,6,0,6,250.0,"250,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,6
50,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Santiago,Grupo Hospitalar Santiago,2,0,2,200.0,"200,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,6
51,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,São Leopoldo,UNISINOS - São Leopoldo,4,0,4,350.0,"350,00",55.0,55.00,Primeira Etapa 100% (TO),Não informado,6
52,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Sapiranga,FEEVALE - Associação Pró-Ensino Superior em Novo Hamburgo (ASPEUR) - Sapiranga,2,0,2,275.0,"275,00",50.0,50.00,Primeira Etapa 90% (TO) 90% e Arguição 10%),Não informado,6
53,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Sapucaia do Sul,Hospital Municipal Getúlio Vargas,2,0,2,200.0,"200,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,7
54,Clínica Médica,3,RS,Rio Grande do Sul,AMRIGS,Tenente Portela,Hospital Santo Antônio de Tenente Portela,2,0,2,350.0,"350,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,7
55,Pediatria,4,RS,Rio Grande do Sul,AMRIGS,Bento Gonçalves,Associação Dr. Bartholomeu Tacchini - Hospital Tacchini,2,0,2,250.0,"250,00",50.0,50.00,Primeira Etapa 90% (TO) 50% e Arguição 50%),Não informado,7
56,Pediatria,4,RS,Rio Grande do Sul,AMRIGS,Caxias do Sul,Hospital Geral de Caxias do Sul,5,0,5,400.0,"400,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,7
57,Pediatria,4,RS,Rio Grande do Sul,AMRIGS,Erechim,Hospital Santa Terezinha de Erechim,2,0,2,300.0,"300,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,7
58,Pediatria,4,RS,Rio Grande do Sul,AMRIGS,Ijuí,Associação Hospital de Caridade de Ijuí,2,0,2,250.0,"250,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,7
59,Pediatria,4,RS,Rio Grande do Sul,AMRIGS,Lajeado,Universidade do Vale do Taquari - UNIVATES,2,0,2,200.0,"200,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,7
60,Pediatria,4,RS,Rio Grande do Sul,AMRIGS,Novo Hamburgo,FEEVALE - Associação Pró-Ensino Superior em Novo Hamburgo (ASPEUR) - Novo Hamburgo,2,0,2,275.0,"275,00",50.0,50.00,Primeira Etapa 90% (TO) 90% e Arguição 10%),Não informado,7
61,Pediatria,4,RS,Rio Grande do Sul,AMRIGS,Passo Fundo,Hospital de Clínicas de Passo Fundo (UFFS),8,0,8,410.0,"410,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,7
62,Pediatria,4,RS,Rio Grande do Sul,AMRIGS,Passo Fundo,Hospital São Vicente de Paulo (UFFS),6,0,6,410.0,"410,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,7
63,Pediatria,4,RS,Rio Grande do Sul,AMRIGS,Pelotas,Universidade Católica de Pelotas,9,0,9,280.0,"280,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,8
64,Pediatria,4,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Associação Hospitalar Vila Nova,2,0,2,350.0,"350,00",55.0,55.00,Primeira Etapa 100% (TO),Não informado,8
65,Pediatria,4,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital da Criança Conceição,10,0,10,300.0,"300,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,8
66,Pediatria,4,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital Materno Infantil Presidente Vargas,9,0,9,315.0,"315,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,8
67,Pediatria,4,RS,Rio Grande do Sul,AMRIGS,Santa Cruz do SulAssociação,Pró Ensino em Santa Cruz (APESC),4,0,4,374.0,"374,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,8
68,Pediatria,4,RS,Rio Grande do Sul,AMRIGS,Santa Maria,Universidade Federal de Santa Maria,12,0,12,150.0,"150,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,8
69,Pediatria,4,RS,Rio Grande do Sul,AMRIGS,São Leopoldo,UNISINOS - São Leopoldo,4,0,4,350.0,"350,00",55.0,55.00,Primeira Etapa 100% (TO),Não informado,8
70,Radiologia e Diagnóstico por Imagem,5,RS,Rio Grande do Sul,AMRIGS,Canoas,Tomoclínica,4,0,4,330.0,"330,00",60.0,60.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,9
71,Radiologia e Diagnóstico por Imagem,5,RS,Rio Grande do Sul,AMRIGS,Caxias do Sul,Hospital Geral de Caxias do Sul,3,0,3,400.0,"400,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),Não informado,9
72,Radiologia e Diagnóstico por Imagem,5,RS,Rio Grande do Sul,AMRIGS,Caxias do Sul,Hospital Pompéia,3,0,3,420.0,"420,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,9
73,Radiologia e Diagnóstico por Imagem,5,RS,Rio Grande do Sul,AMRIGS,Ijuí,Associação Hospital de Caridade de Ijuí,2,0,2,250.0,"250,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,9
74,Radiologia e Diagnóstico por Imagem,5,RS,Rio Grande do Sul,AMRIGS,Lajeado,Hospital Bruno Born,4,1,3,200.0,"200,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,9
75,Radiologia e Diagnóstico por Imagem,5,RS,Rio Grande do Sul,AMRIGS,Passo Fundo,Paulo - Clínica Kozma,3,0,3,300.0,"300,00",50.0,50.00,Primeira Etapa,Não informado,9
76,Radiologia e Diagnóstico por Imagem,5,RS,Rio Grande do Sul,AMRIGS,Passo Fundo,Hospital de Clínicas de Passo Fundo (UFFS),2,0,2,410.0,"410,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,9
77,Radiologia e Diagnóstico por Imagem,5,RS,Rio Grande do Sul,AMRIGS,Passo Fundo,Hospital São Vicente de Paulo (UFFS),4,0,4,410.0,"410,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,9
78,Radiologia e Diagnóstico por Imagem,5,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital Mãe de Deus/LHM,10,0,10,300.0,"300,00",50.0,50.00,Primeira Etapa 50% (TO) Segunda Etapa 50% (Currículo 40% e Arguição 60%),Não informado,9
79,Radiologia e Diagnóstico por Imagem,5,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital Nossa Senhora da Conceição,2,1,1,300.0,"300,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,10
80,Radiologia e Diagnóstico por Imagem,5,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital São Lucas da PUCRS,2,0,2,500.0,"500,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,10
81,Radiologia e Diagnóstico por Imagem,5,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,PUCRS - Cursos de Especialização e Fellow,1,0,1,300.0,"300,00",50.0,50.00,Primeira Etapa 60% (TO) Segunda Etapa 40% (Currículo 50% e Arguição 50%),Não informado,10
82,Radiologia e Diagnóstico por Imagem,5,RS,Rio Grande do Sul,AMRIGS,Santa Maria,Universidade Federal de Santa Maria,3,1,2,150.0,"150,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,10
83,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Campo Bom,FEEVALE - Associação Pró-Ensino Superior em Novo Hamburgo (ASPEUR) - Campo Bom,1,0,1,275.0,"275,00",50.0,50.00,Primeira Etapa 90% (TO) 90% e Arguição 10%),Não informado,10
84,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Canoas,Família e Comunidade - Canoas,1,0,1,250.0,"250,00",50.0,50.00,Primeira Etapa,PRMGFC,10
85,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Canoas,Hospital de Aeronáutica de Canoas,2,0,2,0.0,"0,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,10
86,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Erechim,Hospital Santa Terezinha de Erechim,2,0,2,300.0,"300,00",50.0,50.00,Primeira Etapa 100% (TO),PRMGFC,10
87,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Farroupilha,Família e Comunidade - Farroupilha,2,0,2,250.0,"250,00",50.0,50.00,Primeira Etapa,Não informado,10
88,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Gravataí,UNISINOS - Gravataí,2,0,2,350.0,"350,00",55.0,55.00,Primeira Etapa 100% (TO),Não informado,11
89,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Lajeado,Universidade do Vale do Taquari - UNIVATES,1,0,1,200.0,"200,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,11
90,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Nova Petrópolis,UNISINOS - Nova Petrópolis,2,0,2,350.0,"350,00",55.0,55.00,Primeira Etapa 100% (TO),Não informado,11
91,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Novo Hamburgo,FEEVALE - Associação Pró-Ensino Superior em Novo Hamburgo (ASPEUR) - Novo Hamburgo,1,0,1,275.0,"275,00",50.0,50.00,Primeira Etapa 90% (TO) 90% e Arguição 10%),Não informado,11
92,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Palmeira das Missões,Escola de Saúde Pública SES/RS - Medicina de Família e Comunidade - Palmeira das Missões,2,0,2,250.0,"250,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,11
93,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Pelotas,Universidade Católica de Pelotas,15,0,15,280.0,"280,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,11
94,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Picada Café,UNISINOS - Picada Café,1,0,1,350.0,"350,00",55.0,55.00,Primeira Etapa 100% (TO),Não informado,11
95,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital de Pronto Socorro,15,0,15,490.0,"490,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),Não informado,11
96,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Porto Alegre,Hospital Nossa Senhora da Conceição,18,1,17,300.0,"300,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo),PRMGFC,11
97,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Santa Cruz do Sul,Associação Pró Ensino em Santa Cruz (APESC),5,1,4,374.0,"374,00",50.0,50.00,Primeira Etapa 90% (TO) 50% e Arguição 50%),PRMGFC,11
98,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Santa Maria,Universidade Federal de Santa Maria,6,1,5,150.0,"150,00",50.0,50.00,Primeira Etapa 90% (TO) Segunda Etapa 10% (Currículo 50% e Arguição 50%),PRMGFC,12
99,Medicina de Família e Comunidade,6,RS,Rio Grande do Sul,AMRIGS,Santa Maria,Universidade Franciscana,5,0,5,250.0,"250,00",50.0,50.00,Primeira Etapa 100% (TO),Não informado,12
